Name,fs,RAh,RAm,RAs,DE_,DEd,DEm,DEs,GLON,GLAT,Vmag,b_y,Hbeta,E(b-y),logTe,[Fe/H],Dist,VMAG,dVMag,Age,clAge,chAge,mass,clmass,chmass,RVel,meRVel,e_RVel,o_RVel,dT,P(chi2),vsini,pmRA,pmDE,e_pm,plx,e_plx,UVel,VVel,WVel,Rgal,zgal,Rmin,Rmax,ecc,zmax,RA,DEC,X,Y,Z,ObjType,SpecType,Teff,R_xy,w_vmax
HD 107076, ,12,18,54.1,-,40,7,40,296,22,7.951,0.377,2.595,-0.014,3.767,0.08,44,4.75,0.02,0.0,0.0,6.9,1.05,0.98,1.09,1.1,0.2,0.1,4,2926,0.984,3,111,-63,2,22.9,1.0,24,7,-9,7.982,0.017,7.5,9.38,0.11,0.03,184.72541666666663,-40.12777777777778,17.883821,-36.667286,16.482689,PM*,G,5847.900841444806,40.79608947149024,1.7905180372942511e-06
HD 107146, ,12,19,6.5,+,16,32,53,266,77,7.04,0.391,2.591,-0.002,3.758,-0.18,28,4.77,0.43,9.9,3.2,15.6,0.93,0.86,1.01,1.5,0.2,0.3,2,419,0.296,5,-176,-150,1,35.1,0.9,-10,-29,-5,8.0,0.028,6.62,8.0,0.09,0.04,184.7770833333333,16.548055555555557,-0.43937057,-6.283286,27.282362,PM*,G,5727.960309858292,6.29862917273101,1.8406817244279151e-06
HD 107602, ,12,22,4.5,-,31,56,46,296,31,8.283,0.371,2.607,0.005,3.767,-0.27,62,4.33,0.74,8.7,5.5,13.1,0.98,0.92,1.03,34.0,0.3,0.3,2,730,0.457,6,-50,-125,2,16.2,1.1,12,-49,-14,7.977,0.031,5.53,8.09,0.19,0.1,185.51875,-31.94611111111111,23.29695,-47.765846,31.93236,PM*,G,5847.900841444806,53.1443686894314,1.0022560819895619e-06
HD 107692, ,12,22,44.8,-,39,10,39,297,23,6.7,0.395,2.619,0.015,3.762,0.23,26,4.66,0.1,2.5,0.0,8.6,1.08,1.02,1.11,-7.1,0.1,0.3,4,2926,0.462,4,171,-148,2,39.0,0.8,20,11,-17,7.989,0.01,7.64,9.51,0.11,0.16,185.68666666666664,-39.1775,10.865406,-21.324575,10.159009,PM*,G,5780.960474057181,23.933126550358207,1.5811704900714475e-06
HD 108063, ,12,25,8.5,-,42,30,51,298,20,6.105,0.41,2.632,0.058,3.795,0.66,53,2.25,1.53,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.2,0.2,3,1462,0.481,5,-135,-23,1,19.0,0.8,-13,-47,4,7.977,0.018,5.68,7.98,0.17,0.16,186.28541666666663,-42.51416666666667,23.381428,-43.97406,18.127066,PM*,G,6237.348354824191,49.80370596856005,5.6621151894641446e-08
HD 108076, ,12,24,45.8,+,38,19,7,148,77,8.042,0.385,2.572,0.0,3.753,-0.92,37,5.19,0.61,2.0,0.0,14.8,0.83,0.76,0.89,-2.5,0.2,0.3,6,6105,0.748,3,-585,64,2,26.9,0.8,-94,-42,-15,8.007,0.036,5.23,9.46,0.29,0.14,186.19083333333333,38.31861111111112,-7.058464,4.4106193,36.051693,PM*,G,5662.3928903825345,8.323189091257538,3.2883550299477244e-06
HD 108309, ,12,26,48.1,-,48,54,47,299,14,6.253,0.426,2.612,0.0,3.745,-0.06,27,4.12,1.27,11.3,9.9,12.4,0.98,0.95,1.04,30.3,0.1,0.3,5,3303,0.39,3,-642,-79,1,37.5,0.7,-54,-68,-9,7.988,0.006,4.57,8.3,0.29,0.03,186.70041666666663,-48.91305555555555,12.701035,-22.913275,6.5318913,PM*,G,5559.042572704037,26.197985825189882,7.49857432246398e-07
HD 108451, ,12,27,34.7,+,12,5,56,281,74,8.181,0.425,2.581,0.018,3.743,-0.28,77,3.75,1.86,9.8,7.3,13.0,0.98,0.91,1.06,15.0,0.2,0.2,2,452,0.564,4,-49,-13,1,0.0,0.0,-12,-17,12,7.996,0.074,7.32,8.0,0.04,0.3,186.8945833333333,12.09888888888889,4.049743,-20.834135,74.01715,PM*,G,5533.501092157366,21.224080652981744,4.497577963252594e-07
HD 108793, ,12,29,33.0,+,56,19,55,129,61,7.731,0.4,0.0,0.0,3.756,-0.2,60,3.86,1.4,9.0,7.8,10.3,1.03,1.0,1.06,4.3,0.2,0.3,3,2262,0.526,2,-6,-187,2,16.8,0.8,19,-40,29,8.018,0.052,5.99,8.24,0.16,0.68,187.3875,56.331944444444446,-18.306032,22.606071,52.477184,PM*,G,5701.642722807472,29.0885759988705,5.23574757632536e-07
HD 108942, ,12,30,41.8,+,50,58,28,131,66,7.931,0.419,0.0,0.0,3.751,0.16,48,4.54,0.54,9.1,5.0,12.4,1.05,0.97,1.08,-11.2,0.2,0.2,3,2202,0.779,2,-227,-190,1,21.0,0.8,-22,-64,3,8.013,0.043,4.89,8.04,0.24,0.16,187.67416666666665,50.97444444444445,-12.808474,14.734467,43.85018,PM*,G,5636.376558259543,19.523358419666557,1.33961098561865e-06
HD 109098, ,12,32,4.4,-,1,46,20,293,61,7.308,0.4,2.599,0.012,3.758,-0.04,56,3.55,1.53,6.2,5.4,7.2,1.14,1.09,1.18,1.2,0.2,0.5,8,1106,0.033,3,-25,39,2,17.7,0.9,-11,4,5,7.989,0.049,7.99,8.59,0.04,0.2,188.0183333333333,-1.772222222222222,10.608093,-24.991095,48.978706,*,G,5727.960309858292,27.149336389600283,3.4117617848688533e-07
HD 109271, ,12,33,35.5,-,11,37,18,296,51,8.053,0.415,2.595,0.0,3.75,-0.02,57,4.28,0.96,11.3,8.7,13.5,0.99,0.93,1.04,-5.4,0.2,0.4,5,2579,0.302,3,-169,81,2,17.6,0.9,-50,-6,6,7.984,0.044,7.1,9.02,0.12,0.21,188.39791666666665,-11.621666666666668,15.72492,-32.24088,44.29732,PM*,G,5623.413251903491,35.87126220501308,9.353597990167014e-07
HD 109570, ,12,35,49.1,-,20,27,57,298,42,8.048,0.424,2.569,0.0,3.743,-0.07,37,5.2,0.24,0.0,0.0,0.0,0.89,0.84,0.98,-6.1,0.1,0.1,5,1445,0.967,1,-259,-22,2,27.0,0.9,-39,-22,-10,7.987,0.025,6.72,8.37,0.11,0.05,188.9545833333333,-20.46583333333333,12.90876,-24.277843,24.757833,PM*,G,5533.501092157366,27.496358767484995,3.3341006052084653e-06
HD 109591, ,12,36,6.5,-,42,51,8,300,20,7.886,0.42,2.604,0.031,3.762,0.04,47,4.38,0.54,7.3,3.8,10.6,1.03,0.98,1.11,44.5,0.2,0.2,4,1686,0.902,3,-142,-61,1,21.2,1.0,-3,-56,2,7.978,0.016,5.22,7.99,0.21,0.13,189.0270833333333,-42.852222222222224,22.082773,-38.248493,16.074945,PM*,G,5780.960474057181,44.16555309447147,1.0739367406436191e-06
HD 109929, ,12,38,25.4,+,14,52,20,288,77,7.647,0.377,2.631,0.026,3.788,0.34,81,2.98,1.1,2.0,1.6,2.8,1.44,1.39,1.48,-11.6,0.3,0.1,2,1467,0.898,8,-41,-6,1,12.3,0.9,-13,-8,-13,7.994,0.079,7.81,8.02,0.01,0.11,189.6058333333333,14.872222222222224,5.630612,-17.329233,78.92397,*,G,6137.620051647939,18.22103476377873,1.5523108761915437e-07
HD 110619, ,12,43,42.7,-,37,42,29,301,25,7.538,0.402,2.58,-0.004,3.75,-0.24,26,5.44,-0.01,0.0,0.0,9.6,0.89,0.82,0.94,-26.4,0.2,0.5,4,1424,0.077,1,-629,-209,1,38.0,1.0,-72,-31,-37,7.988,0.011,5.91,9.05,0.21,0.56,190.92791666666665,-37.70805555555556,12.1363535,-20.198294,10.988075,PM*,G,5623.413251903491,23.564001289836117,4.6449249398502366e-06
HD 110950, ,12,45,25.3,+,29,46,33,149,87,8.183,0.374,2.62,0.014,3.769,-0.13,71,3.91,0.99,7.6,5.5,9.5,1.06,1.0,1.12,6.4,0.2,0.4,3,1523,0.36,5,-124,8,2,14.0,1.0,-37,-20,5,8.003,0.071,6.85,8.37,0.1,0.2,191.35541666666663,29.77583333333333,-3.1851087,1.9138063,70.902695,PM*,G,5874.893525297769,3.715854139324548,5.610204605383642e-07
HD 111031, ,12,46,30.8,-,11,48,44,301,51,6.883,0.429,2.605,0.0,3.747,0.19,30,4.46,0.69,9.9,6.8,13.3,0.99,0.96,1.1,-20.7,0.2,0.4,5,1127,0.227,2,-277,54,1,32.8,0.9,-44,-5,-13,7.99,0.024,7.24,8.85,0.1,0.09,191.6283333333333,-11.812222222222225,9.723716,-16.18299,23.314379,PM*,G,5584.701947368307,18.879613825201936,1.1994404760661065e-06
HD 111156, ,12,47,20.9,-,19,0,16,302,44,7.235,0.421,2.593,0.025,3.761,0.09,69,2.93,1.98,3.5,2.8,4.0,1.48,1.43,1.51,10.1,0.2,0.2,4,1121,0.715,2,-86,-13,2,14.5,0.9,-18,-24,4,7.974,0.048,6.86,8.01,0.08,0.17,191.8370833333333,-19.004444444444445,26.302256,-42.092392,47.93143,PM*,G,5767.664633922509,49.63444504546414,1.4487008013797057e-07
HD 111232, ,12,48,51.7,-,68,25,30,303,-6,7.598,0.436,0.0,0.0,3.733,-0.43,29,5.29,0.62,0.0,8.9,0.0,0.82,0.79,0.86,103.8,0.1,0.2,5,2568,0.654,4,28,114,2,34.6,0.8,60,-86,7,7.984,-0.003,3.73,8.64,0.4,0.23,192.21541666666664,-68.42500000000001,15.70801,-24.188211,-3.0313256,PM*,G,5407.5432294558095,28.8411360653602,3.7755367364019577e-06
HD 111431, ,12,49,25.3,-,25,17,47,302,38,8.019,0.39,2.615,0.009,3.765,0.23,83,3.41,1.27,5.4,2.9,6.4,1.34,1.26,1.4,17.7,0.2,0.1,2,362,0.625,4,-112,-65,2,12.0,1.0,-21,-49,-10,7.965,0.051,5.54,7.99,0.18,0.06,192.35541666666663,-25.29638888888889,34.65932,-55.46649,51.099903,PM*,G,5821.032177708716,65.40489259820323,2.8117629262552084e-07
HD 111513, ,12,48,49.1,+,61,22,42,123,56,7.354,0.406,0.0,0.0,3.755,0.04,38,4.45,0.63,9.4,5.6,12.5,1.0,0.96,1.06,-21.4,0.5,0.7,2,754,0.031,2,-556,100,2,26.3,0.6,-86,-51,-29,8.012,0.031,4.99,9.1,0.29,0.38,192.2045833333333,61.37833333333333,-11.5732155,17.821188,31.50343,PM*,G,5688.529308438413,21.249330783363135,1.182983535779732e-06
HD 111528, ,12,50,1.7,-,7,11,50,302,56,8.264,0.427,2.579,0.0,3.745,-0.07,95,3.37,2.03,5.5,4.0,7.4,1.16,1.08,1.26,45.0,0.1,0.3,7,2575,0.628,3,60,-140,2,10.5,1.0,65,-51,2,7.971,0.079,4.99,9.04,0.29,0.18,192.50708333333333,-7.197222222222223,28.15108,-45.051132,78.758575,PM*,G,5559.042572704037,53.123326323262404,2.6605945697733073e-07
HD 111547, ,12,50,10.9,-,20,21,56,303,43,8.196,0.41,2.622,0.05,3.781,0.2,106,2.85,1.47,2.6,2.2,3.3,1.43,1.37,1.49,-12.4,0.2,0.2,2,648,0.568,5,-27,-44,2,9.4,1.2,-8,-12,-25,7.958,0.072,7.54,7.96,0.03,0.28,192.54541666666665,-20.36555555555556,42.222324,-65.01667,72.291824,PM*,G,6039.4862937638,77.52349335427215,1.2971156533788488e-07
HD 111564, ,12,50,20.1,-,30,34,37,303,32,7.621,0.375,2.622,0.013,3.77,0.05,51,4.08,0.64,5.2,3.2,8.3,1.09,1.04,1.17,-4.9,0.1,0.1,4,2923,0.947,4,-430,24,2,19.6,1.0,-91,-50,2,7.977,0.027,4.94,9.22,0.3,0.14,192.58375,-30.576944444444443,23.55589,-36.27288,27.025883,PM*,G,5888.43655355589,43.250454069136666,7.095429681178739e-07
HD 112001, ,12,53,1.5,+,26,47,39,350,90,7.667,0.403,2.616,0.025,3.772,0.29,55,3.86,0.59,3.7,2.1,7.1,1.23,1.2,1.26,-12.6,0.2,0.1,3,1036,0.852,3,-233,-100,1,18.2,0.9,-37,-55,-12,8.0,0.055,5.23,8.14,0.22,0.1,193.25625,26.79416666666667,-2.3676023e-06,4.174728e-07,55.0,PM*,G,5915.616341754737,2.4041264920351277e-06,5.23574757632536e-07
HD 112019, ,12,53,42.6,-,27,24,15,304,35,7.694,0.331,2.613,-0.027,3.792,0.15,48,4.29,-0.19,0.0,0.0,2.4,1.16,1.12,1.2,24.8,0.2,0.1,2,974,0.983,5,-33,-40,2,20.9,0.9,8,-25,7,7.978,0.028,6.71,8.12,0.1,0.22,193.4275,-27.404166666666665,21.987072,-32.597176,27.53167,PM*,G,6194.410750767812,39.31929829368983,9.483719499834043e-07
HD 112540, ,13,8,20.6,-,87,13,9,303,-24,8.209,0.437,0.0,0.0,3.735,-0.19,37,5.37,0.33,0.0,0.0,0.0,0.84,0.81,0.92,6.4,0.2,0.4,4,2281,0.198,2,3,82,2,27.1,0.7,8,-9,11,7.982,-0.015,7.47,8.33,0.05,0.28,197.08583333333328,-87.21916666666667,18.409445,-28.348055,-15.049255,PM*,G,5432.503314924331,33.80118174696042,4.216758221532718e-06
HD 112735, ,12,58,40.9,+,22,2,34,321,85,7.218,0.369,2.614,0.003,3.774,-0.02,58,3.38,1.3,4.9,3.1,5.7,1.2,1.15,1.3,-41.7,0.2,0.2,2,1076,0.608,5,72,-247,1,17.1,0.8,51,-43,-48,7.996,0.058,5.49,8.86,0.23,0.84,194.67041666666665,22.04277777777778,3.9285002,-3.1812382,57.779293,PM*,G,5942.921586155727,5.055036133059712,2.697607127122331e-07
HD 112956, ,12,58,49.2,+,68,47,6,122,48,8.083,0.425,0.0,0.0,3.735,-0.6,34,5.4,0.57,0.0,0.0,0.0,0.79,0.76,0.86,9.1,0.2,0.2,2,360,0.646,3,-300,247,2,29.1,0.7,-61,2,-18,8.012,0.026,7.12,9.73,0.15,0.19,194.705,68.785,-12.055899,19.293465,25.266926,PM*,G,5432.503314924331,22.750439389260727,4.395200589841064e-06
HD 113027,*,13,1,6.7,-,33,28,48,305,29,7.57,0.366,0.0,0.0,3.77,-0.18,45,4.32,0.6,7.3,4.4,10.5,1.0,0.96,1.06,-5.4,0.2,0.3,2,766,0.323,6,111,-42,2,22.4,0.9,19,13,-11,7.978,0.022,7.68,9.6,0.11,0.07,195.27791666666667,-33.480000000000004,22.574753,-32.240097,21.816433,PM*,G,5888.43655355589,39.35788774287078,9.885046130154186e-07
HD 113283, ,13,15,26.4,-,87,33,38,303,-25,7.12,0.423,2.584,0.0,3.743,-0.11,25,5.16,0.31,0.0,0.0,0.0,0.87,0.84,0.97,-5.2,0.2,0.4,5,2569,0.191,3,-226,-160,3,40.5,0.6,-30,-6,-13,7.988,-0.01,7.51,8.45,0.06,0.08,198.86,-87.56055555555555,12.340266,-19.00234,-10.565456,PM*,G,5533.501092157366,22.657693846160868,3.1548498923804364e-06
HD 113319, ,13,2,33.4,+,32,25,59,99,84,7.539,0.416,2.58,0.0,3.745,-0.23,31,5.06,0.47,14.8,5.3,0.0,0.86,0.83,0.92,6.2,0.3,0.0,1,0,0.0,4,-192,44,1,31.9,0.8,-27,-10,7,8.001,0.031,7.44,8.31,0.06,0.21,195.63916666666665,32.433055555555555,-0.5069073,3.2004867,30.83018,PM*,G,5559.042572704037,3.2403811701202963,2.747759388040215e-06
HD 113425, ,13,3,37.0,-,11,34,57,308,51,7.881,0.401,2.59,0.009,3.754,-0.34,77,3.45,1.97,6.8,5.6,8.2,1.09,1.03,1.15,35.7,0.2,0.3,5,2576,0.56,4,-51,-89,2,13.0,0.9,12,-49,9,7.971,0.06,5.51,8.08,0.19,0.27,195.90416666666667,-11.5825,29.83352,-38.18516,59.84024,PM*,G,5675.446054085472,48.45766564555086,2.971520292224332e-07
HD 114285, ,13,9,15.2,+,23,53,34,355,85,8.141,0.373,2.627,0.017,3.77,-0.04,59,4.28,0.51,6.3,3.1,9.3,1.05,0.99,1.11,-30.1,0.2,0.1,3,2628,0.918,5,-192,-16,1,16.9,1.1,-44,-34,-26,7.995,0.059,6.12,8.35,0.15,0.32,197.3133333333333,23.892777777777777,5.122624,-0.44817302,58.77549,PM*,G,5888.43655355589,5.142191721555306,9.353597990167014e-07
HD 114729, ,13,12,44.2,-,31,52,23,308,31,6.682,0.397,2.6,0.029,3.753,-0.6,35,3.96,1.65,11.9,10.4,13.3,0.91,0.88,0.94,64.4,0.2,0.3,5,1685,0.266,2,-200,-307,1,28.6,1.0,20,-86,-5,7.981,0.018,3.89,8.1,0.35,0.03,198.1841666666666,-31.87305555555556,18.470373,-23.640997,18.026333,PM*,G,5662.3928903825345,30.000856952979493,6.011442541001502e-07
HD 114853, ,13,13,52.2,-,45,11,8,307,18,6.927,0.399,2.593,-0.001,3.753,-0.14,24,4.99,0.29,8.1,0.0,17.0,0.91,0.85,1.0,58.1,0.1,0.2,5,1798,0.763,3,-109,-111,1,40.9,0.8,25,-55,7,7.986,0.007,5.17,8.22,0.23,0.22,198.4675,-45.18555555555555,13.736647,-18.22914,7.416408,PM*,G,5662.3928903825345,22.825359053960334,2.4944723844527592e-06
HD 114962, ,13,14,9.2,-,14,16,55,311,48,7.909,0.391,2.621,0.027,3.779,0.2,111,2.56,1.81,2.3,1.9,2.9,1.49,1.44,1.6,1.0,0.4,0.6,2,646,0.048,4,-113,4,2,9.0,0.9,-49,-34,7,7.951,0.083,6.06,8.4,0.16,0.24,198.5383333333333,-14.281944444444443,48.72778,-56.054924,82.48908,PM*,G,6011.737374832779,74.27348819312431,8.689178128317536e-08
HD 115153, ,13,15,30.7,-,8,3,18,313,54,8.068,0.434,2.586,0.0,3.739,-0.07,44,4.85,0.67,16.2,10.7,0.0,0.89,0.86,0.93,16.0,0.2,0.4,7,2517,0.113,2,44,57,2,22.7,1.0,9,7,19,7.982,0.036,7.79,9.06,0.08,0.46,198.87791666666664,-8.055000000000001,17.638218,-18.914673,35.59675,PM*,G,5482.769649208536,25.862551863891024,2.055789768874886e-06
HD 115341, ,13,16,40.0,-,5,34,24,314,57,7.843,0.366,2.611,-0.001,3.771,-0.1,51,4.3,0.52,6.6,3.4,9.6,1.03,0.98,1.09,18.8,0.1,0.3,7,1745,0.475,4,-11,-49,1,19.6,1.1,10,-17,10,7.98,0.043,7.07,8.23,0.08,0.27,199.16666666666663,-5.573333333333333,19.295242,-19.98081,42.772198,*,G,5902.010801718442,27.776593241336563,9.615651180014716e-07
HD 115349, ,13,16,11.2,+,35,53,9,93,80,8.291,0.412,2.571,0.0,3.744,-0.4,45,5.04,0.64,0.0,7.7,0.0,0.84,0.81,0.89,-47.0,0.2,0.2,3,1134,0.711,2,267,-176,2,22.4,1.0,68,-5,-46,8.0,0.044,6.47,10.41,0.23,0.86,199.04666666666668,35.88583333333333,-0.40896195,7.8034606,44.31635,PM*,G,5546.25712957911,7.814169643173877,2.6728753163232114e-06
HD 115585,*,13,19,50.5,-,70,51,18,305,-8,7.432,0.457,0.0,0.0,3.736,0.17,43,4.24,1.17,11.1,9.9,12.4,1.03,1.01,1.05,30.9,0.2,0.1,2,1350,0.86,1,-393,-31,2,23.0,0.7,-48,-72,-1,7.975,-0.006,4.41,8.2,0.3,0.09,199.96041666666665,-70.85499999999999,24.423756,-34.88075,-5.9844437,PM*,G,5445.026528424214,42.581528597621244,8.850722010772422e-07
HD 115642, ,13,18,45.3,-,17,8,1,312,45,7.466,0.377,2.625,0.019,3.77,0.07,71,3.21,1.49,4.3,2.7,4.9,1.36,1.24,1.42,8.8,0.2,0.1,4,3401,0.887,6,29,6,2,14.1,0.9,11,2,7,7.966,0.05,7.67,8.83,0.07,0.22,199.68875,-17.13361111111111,33.59343,-37.30927,50.204582,*,G,5888.43655355589,50.20458312841368,2.1329403021556404e-07
HD 115674, ,13,23,0.0,-,81,18,36,304,-19,7.885,0.429,2.588,0.0,3.738,-0.35,34,5.22,0.54,0.0,6.9,0.0,0.83,0.8,0.88,7.3,0.2,0.4,6,2513,0.101,3,-360,-149,2,29.3,0.6,-49,-36,-18,7.982,-0.011,5.97,8.41,0.17,0.16,200.75,-81.31,17.976728,-26.651596,-11.069317,PM*,G,5470.159628939716,32.147633177781536,3.427509761747643e-06
HD 115755, ,13,19,6.7,+,2,54,12,319,65,7.688,0.42,2.593,0.0,3.744,-0.2,34,5.04,0.48,15.1,6.1,0.0,0.86,0.83,0.92,-43.0,0.2,0.2,4,691,0.848,1,-261,-43,2,29.6,1.0,-44,-18,-37,7.989,0.031,6.84,8.56,0.11,0.54,199.77791666666664,2.9033333333333333,10.844438,-9.426927,30.814465,PM*,G,5546.25712957911,14.369021824716288,2.6728753163232114e-06
HD 116080, ,13,21,57.0,-,38,51,16,309,24,7.139,0.386,2.598,0.015,3.759,-0.44,60,3.25,2.14,5.7,4.9,6.5,1.1,1.06,1.16,21.3,0.1,0.2,5,4899,0.896,4,-72,-59,2,16.7,0.9,-1,-34,-3,7.965,0.024,6.31,7.99,0.12,0.06,200.48749999999995,-38.85444444444445,34.494766,-42.59749,24.404198,PM*,G,5741.164622073275,54.812726949996346,2.254128657425552e-07
HD 116259, ,13,22,43.6,-,18,1,51,313,44,8.062,0.448,0.0,0.0,3.735,-0.15,57,4.26,1.41,13.8,12.0,15.8,0.93,0.89,0.96,15.1,0.2,0.3,3,1698,0.511,3,-163,-38,2,17.4,0.9,-24,-40,9,7.972,0.04,5.97,8.03,0.15,0.24,200.68166666666664,-18.030833333333334,27.963549,-29.987234,39.595528,PM*,G,5432.503314924331,41.00236914674757,9.09868647726075e-07
HD 116410, ,13,23,41.2,-,15,7,4,314,47,8.19,0.407,2.595,0.015,3.754,-0.05,53,4.55,0.63,10.4,6.3,14.5,0.96,0.9,1.02,-4.4,0.2,0.2,4,1057,0.689,5,49,-66,1,18.7,1.0,14,-1,-16,7.975,0.039,7.54,8.74,0.07,0.14,200.92166666666665,-15.117777777777778,25.109058,-26.001194,38.761745,PM*,G,5675.446054085472,36.145911014567055,1.3582468307766884e-06
HD 116459, ,13,15,11.4,+,84,45,7,122,32,7.286,0.339,2.642,0.015,3.786,-0.15,54,3.63,0.89,3.7,3.1,6.3,1.13,1.08,1.23,8.7,0.1,0.3,8,3623,0.744,7,-131,18,1,18.6,0.5,-33,-11,4,8.024,0.029,7.3,8.43,0.07,0.17,198.7975,84.75194444444445,-24.267445,38.836018,28.61564,PM*,G,6109.420249055721,45.79459772641691,3.81047134770222e-07
HD 116497, ,13,23,44.7,+,19,5,28,347,79,7.867,0.359,2.637,0.019,3.775,-0.1,49,4.44,0.29,5.1,0.0,8.8,1.03,0.98,1.11,-12.6,0.5,0.0,1,0,0.0,11,23,-17,2,20.6,0.9,4,1,-14,7.991,0.048,7.8,8.58,0.05,0.11,200.93625,19.09111111111111,9.110013,-2.1032119,48.09973,*,G,5956.621435290103,9.349643691417905,1.1667523931790261e-06
HD 116630, ,13,26,34.8,-,65,50,39,307,-3,8.021,0.451,2.635,0.104,3.789,0.36,139,1.86,2.2,1.3,1.1,1.6,1.78,1.69,1.88,18.2,0.2,0.5,4,1536,0.299,17,7,-25,2,7.2,0.9,13,-13,-17,7.917,-0.008,7.15,8.3,0.07,0.15,201.645,-65.84416666666667,83.53767,-110.85819,-7.2746983,*,G,6151.7687270986835,138.80951191869022,3.303533387126855e-08
HD 117079, ,13,27,45.7,+,12,42,9,335,73,8.205,0.389,2.596,-0.003,3.761,-0.3,112,2.96,2.27,4.4,3.2,6.0,1.2,1.09,1.33,-10.7,0.4,0.6,2,873,0.205,13,28,-20,1,4.9,1.0,15,2,-15,7.971,0.107,7.58,8.88,0.08,0.17,201.9404166666666,12.7025,29.677626,-13.838911,107.10613,*,G,5767.664633922509,32.74564005576616,1.5100060952541168e-07
HD 117207, ,13,29,21.1,-,35,34,15,312,27,7.248,0.451,0.0,0.0,3.735,0.07,33,4.66,0.84,16.1,11.1,0.0,0.91,0.9,0.95,-17.9,0.1,0.1,5,2100,0.972,2,-205,-73,2,30.3,0.9,-34,-13,-14,7.98,0.015,7.19,8.38,0.08,0.1,202.33791666666664,-35.57083333333334,19.674595,-21.850843,14.981687,PM*,G,5432.503314924331,29.403214589984444,1.5811704900714475e-06
HD 117266, ,13,29,12.5,+,0,7,9,323,62,7.796,0.346,2.602,-0.03,3.782,-0.12,75,3.42,1.17,5.0,2.8,6.0,1.17,1.11,1.27,-21.4,0.6,0.0,1,0,0.0,7,-166,0,1,13.3,1.0,-55,-29,-10,7.971,0.066,6.16,8.59,0.16,0.08,202.3020833333333,0.1191666666666666,28.120255,-21.19013,66.22107,PM*,G,6053.408747539136,35.21037277112989,2.8508784449224386e-07
HD 117618, ,13,32,25.5,-,47,16,16,310,15,7.179,0.376,2.622,0.016,3.768,-0.02,38,4.28,0.55,6.7,3.6,9.6,1.04,0.99,1.11,0.9,0.2,0.4,5,1211,0.297,3,26,-124,1,26.3,0.9,5,-5,-22,7.976,0.01,7.64,8.38,0.05,0.22,203.10625,-47.27111111111111,23.593632,-28.117804,9.835124,PM*,G,5861.3816451402845,36.705181824012804,9.353597990167014e-07
HD 117655, ,13,24,38.8,+,83,18,30,122,34,7.24,0.457,0.0,0.0,3.734,-0.17,46,3.91,1.8,9.8,8.9,10.8,1.04,0.98,1.06,-23.9,0.3,0.0,1,0,0.0,4,26,92,2,21.6,0.6,6,-6,-30,8.02,0.026,7.64,8.44,0.05,0.38,201.16166666666663,83.30833333333334,-20.208862,32.34093,25.722874,PM*,G,5420.008904016238,38.13572939645896,5.610204605383642e-07
HD 117858, ,13,32,30.9,+,36,2,6,81,78,7.965,0.388,2.586,0.015,3.755,-0.78,60,4.08,1.6,13.3,11.0,15.5,0.87,0.82,0.91,-28.8,0.2,0.3,7,1056,0.894,3,86,-290,2,16.7,0.9,69,-55,-20,7.998,0.058,4.82,9.13,0.31,0.21,203.12875,36.035,1.9514732,12.3211155,58.688858,PM*,G,5688.529308438413,12.474699788558379,7.095429681178739e-07
HD 117860, ,13,33,11.3,-,8,26,36,320,53,7.329,0.393,2.613,0.015,3.759,-0.04,32,4.79,0.26,6.7,0.0,12.7,0.98,0.9,1.05,-9.9,0.1,0.3,6,4063,0.503,3,-239,48,1,31.0,0.9,-36,-13,2,7.985,0.026,7.13,8.44,0.08,0.14,203.2970833333333,-8.443333333333333,14.7525425,-12.378858,25.556337,PM*,G,5741.164622073275,19.258079748471037,1.8922508123754359e-06
HD 117939, ,13,34,32.6,-,38,54,25,312,23,7.282,0.415,2.59,0.016,3.745,-0.27,30,4.88,0.68,0.0,11.1,0.0,0.86,0.84,0.9,81.7,0.1,0.2,5,4517,0.614,4,448,-394,2,33.1,0.8,108,-40,-26,7.981,0.012,4.88,10.66,0.37,0.36,203.6358333333333,-38.90694444444444,18.478144,-20.522049,11.721933,PM*,G,5559.042572704037,27.615146221650484,2.142785507266722e-06
HD 118936, ,13,36,40.7,+,75,54,31,119,41,8.183,0.428,2.59,0.029,3.756,-0.04,57,4.26,0.86,10.6,7.1,12.9,1.0,0.96,1.05,-44.9,0.2,0.1,2,705,0.792,2,258,-129,2,17.4,0.7,89,-2,-16,8.021,0.038,6.19,11.26,0.29,0.16,204.1695833333333,75.90861111111111,-20.855755,37.624783,37.395363,PM*,G,5701.642722807472,43.01844735014403,9.09868647726075e-07
HD 119251, ,13,42,58.4,-,42,10,55,313,20,7.522,0.365,2.632,0.012,3.776,0.19,47,4.16,0.29,3.7,1.0,5.6,1.16,1.1,1.22,7.8,0.1,0.2,7,1520,0.782,4,0,-43,2,0.0,0.0,6,-9,-6,7.97,0.016,7.48,8.25,0.05,0.02,205.74333333333328,-42.18194444444444,30.120836,-32.30064,16.074945,*,G,5970.352865838366,44.165553384379734,7.92462463811988e-07
