Name,fs,RAh,RAm,RAs,DE_,DEd,DEm,DEs,GLON,GLAT,Vmag,b_y,Hbeta,E(b-y),logTe,[Fe/H],Dist,VMAG,dVMag,Age,clAge,chAge,mass,clmass,chmass,RVel,meRVel,e_RVel,o_RVel,dT,P(chi2),vsini,pmRA,pmDE,e_pm,plx,e_plx,UVel,VVel,WVel,Rgal,zgal,Rmin,Rmax,ecc,zmax,RA,DEC,X,Y,Z,ObjType,SpecType,Teff,R_xy,w_vmax
HD 17070, ,2,42,41.7,-,49,43,45,267,-59,7.623,0.287,2.664,0.001,3.814,-0.16,74,3.29,0.61,2.3,1.6,2.9,1.29,1.25,1.34,30.8,1.1,1.5,2,647,0.1,30,35,-22,1,13.6,0.6,-3,-28,-19,8.002,-0.063,6.68,8.02,0.09,0.19,40.67375,-49.72916666666667,-1.9946772,-38.06058,-63.43038,*,F,6516.283940608428,38.11281263654783,5.253505000065582e-07
HD 17206, ,2,45,6.1,-,18,34,21,201,-63,4.46,0.328,2.646,0.009,3.792,-0.07,14,3.73,0.58,3.5,2.5,4.5,1.2,1.13,1.24,25.9,0.8,1.2,2,1542,0.088,27,331,35,1,71.6,0.8,-27,-17,-13,8.006,-0.012,7.16,8.19,0.07,0.09,41.275416666666665,-18.5725,-5.933714,-2.277739,-12.474092,PM*,F,6194.410750767812,6.3558679018617905,9.648263369592704e-07
HD 17207, ,2,45,1.0,-,22,9,59,208,-64,7.132,0.336,2.625,0.004,3.784,-0.31,40,4.12,0.59,5.7,3.3,7.4,1.04,0.99,1.1,7.9,0.3,0.5,2,816,0.172,4,-53,-96,2,25.0,0.9,15,-8,-14,8.016,-0.036,7.35,8.58,0.08,0.11,41.25416666666666,-22.16638888888889,-15.482351,-8.232111,-35.951763,PM*,F,6081.350012787177,17.534846563443946,1.6536711507079238e-06
HD 17331, ,2,47,30.3,+,23,38,12,155,-32,7.453,0.293,2.675,0.018,3.81,-0.18,68,3.27,0.74,2.5,2.0,3.0,1.28,1.23,1.34,-2.1,0.8,0.0,1,0,0.0,13,-23,13,1,14.6,1.0,5,7,1,8.052,-0.036,7.91,9.03,0.07,0.13,41.87624999999999,23.636666666666667,-52.264294,24.371246,-36.03451,*,F,6456.542290346556,57.66727025714805,5.110332403912194e-07
HD 17631, ,2,52,58.4,+,64,40,12,135,5,7.634,0.301,0.0,0.0,3.809,-0.08,135,1.98,1.96,1.5,1.3,1.8,1.67,1.56,1.76,10.7,0.4,0.2,2,604,0.693,17,-9,5,2,7.4,0.8,-3,12,1,8.096,0.011,8.07,9.31,0.07,0.13,43.24333333333333,64.67,-95.09616,95.09616,11.766025,*,F,6441.692655151775,134.48627920160183,8.599023779510943e-08
HD 17659, ,2,50,42.6,+,19,9,37,158,-35,6.631,0.379,2.639,0.041,3.795,0.34,61,2.54,1.41,1.6,1.4,1.9,1.6,1.56,1.64,6.2,0.3,0.0,1,0,0.0,5,184,-73,1,16.5,0.8,-31,-47,6,8.046,-0.035,5.64,8.15,0.18,0.2,42.6775,19.16027777777777,-46.329777,18.71845,-34.988163,PM*,F,6237.348354824191,49.96827600860599,1.8640139144288054e-07
HD 17690, ,2,50,20.3,+,0,57,49,173,-50,7.638,0.314,2.646,0.008,3.799,-0.24,86,2.97,1.34,2.7,2.2,3.3,1.28,1.16,1.39,6.3,0.6,0.9,2,363,0.11,13,-26,-64,2,5.6,1.5,15,-12,-22,8.055,-0.066,7.27,8.51,0.08,0.24,42.584583333333335,0.9636111111111112,-54.867683,6.7369013,-65.87982,PM*,F,6295.061828571975,55.27972934914236,3.3763631364056964e-07
HD 17722, ,2,47,2.3,-,67,16,39,287,-46,7.673,0.354,2.619,0.006,3.778,-0.2,61,3.73,1.02,6.8,5.1,8.0,1.09,1.05,1.14,31.7,0.3,0.4,2,1185,0.265,8,33,-2,2,16.3,0.6,1,-27,-19,7.987,-0.044,6.66,8.04,0.09,0.17,41.75958333333333,-67.2775,12.388995,-40.522614,-43.879726,*,F,5997.910762555094,42.37416008020714,9.648263369592704e-07
HD 17884, ,2,51,22.5,-,30,26,14,227,-64,7.567,0.313,2.629,-0.016,3.799,-0.3,71,3.3,1.06,3.1,2.5,4.9,1.22,1.13,1.28,30.9,0.2,0.3,2,778,0.294,8,79,-48,2,14.0,0.8,-14,-39,-16,8.022,-0.064,6.12,8.03,0.13,0.14,42.84375,-30.43722222222222,-21.226759,-22.76291,-63.814377,PM*,F,6295.061828571975,31.124353315565948,5.326588534591061e-07
HD 17926, ,2,51,56.2,-,30,48,52,228,-63,6.38,0.319,2.626,-0.014,3.795,-0.12,32,3.85,0.44,3.5,1.8,4.5,1.17,1.11,1.22,9.6,0.3,0.1,2,813,0.744,9,123,105,1,31.2,0.7,-26,-4,0,8.01,-0.029,7.66,8.43,0.05,0.11,42.98416666666667,-30.814444444444444,-9.720929,-10.796182,-28.512209,PM*,F,6237.348354824191,14.527697904353772,1.1388044353332944e-06
HD 18031, ,2,53,34.7,-,7,45,1,185,-55,7.212,0.26,2.669,-0.006,3.826,-0.45,60,3.33,0.57,2.2,1.2,2.8,1.24,1.19,1.29,-10.9,0.4,0.1,2,1299,0.863,14,-43,-63,2,16.7,1.1,23,-5,-3,8.034,-0.049,7.3,8.91,0.1,0.08,43.39458333333333,-7.750277777777778,-34.28363,-2.9994314,-49.149124,PM*,F,6698.846094165266,34.41458810882684,5.551996068810809e-07
HD 18149, ,2,53,34.3,-,38,26,13,245,-62,5.93,0.285,2.665,-0.003,3.819,0.05,60,2.06,1.54,1.4,1.2,1.5,1.71,1.66,1.75,27.2,0.8,1.1,2,768,0.139,21,60,35,1,16.8,0.6,-23,-16,-17,8.012,-0.053,7.23,8.14,0.06,0.16,43.39291666666666,-38.43694444444444,-11.904435,-25.52915,-52.976852,PM*,F,6591.738952443213,28.168299068131983,9.603933626126872e-08
HD 18180, ,2,56,55.2,+,48,42,14,143,-9,7.695,0.27,0.0,0.0,3.824,-0.06,95,2.8,0.79,1.7,1.4,2.1,1.43,1.37,1.5,15.1,1.6,0.6,2,307,0.778,50,67,-2,2,10.5,1.0,-30,-12,11,8.075,-0.015,7.41,8.42,0.06,0.29,44.23,48.70388888888889,-74.93627,56.468548,-14.861276,PM*,F,6668.067692136218,93.83038673447531,2.669618172322438e-07
HD 18262, ,2,56,13.7,+,8,22,53,168,-43,5.969,0.305,2.662,0.007,3.809,0.14,44,2.73,1.01,1.8,1.5,2.1,1.51,1.47,1.58,27.5,0.3,0.3,2,447,0.405,10,70,-88,1,22.5,0.9,-21,-19,-23,8.032,-0.031,7.14,8.11,0.06,0.23,44.05708333333333,8.381388888888889,-31.476362,6.6905046,-30.007925,PM*,F,6441.692655151775,32.17956209393884,2.423534184571079e-07
HD 18404, ,2,58,5.2,+,20,40,7,159,-33,5.8,0.277,2.676,0.001,3.821,0.04,32,3.28,0.29,1.3,0.3,2.1,1.37,1.33,1.42,27.0,0.6,0.2,2,447,0.764,25,235,-32,1,31.4,0.8,-41,-19,-2,8.025,-0.017,6.86,8.48,0.11,0.09,44.52166666666667,20.66861111111111,-25.054926,9.617683,-17.42845,PM*,F,6622.165037017622,26.837457837022583,5.181424209225667e-07
HD 18456, ,2,56,52.3,-,36,17,50,240,-62,7.64,0.309,2.678,0.033,3.822,0.12,91,2.71,0.77,1.5,1.2,1.8,1.52,1.46,1.59,21.0,0.3,0.2,2,776,0.572,16,-15,-13,2,11.0,0.8,3,-8,-21,8.021,-0.08,7.65,8.29,0.04,0.23,44.21791666666667,-36.29722222222222,-21.360956,-36.99827,-80.34823,*,F,6637.43070401909,42.72191971607591,2.3574861497700883e-07
HD 18508, ,2,59,10.3,+,19,59,23,160,-34,7.333,0.239,2.704,0.007,3.842,-0.09,92,2.52,0.76,1.4,1.1,1.6,1.52,1.46,1.59,19.3,1.0,1.7,3,649,0.335,45,53,-25,1,10.9,0.9,-26,-17,-7,8.072,-0.051,7.21,8.24,0.07,0.05,44.79291666666666,19.989722222222223,-71.67173,26.086382,-51.445747,PM*,F,6950.243175887969,76.27146391044835,1.8132143603422485e-07
HD 18579, ,3,0,17.0,+,31,7,29,153,-24,7.41,0.295,2.65,0.007,3.808,-0.43,97,2.47,1.8,2.1,1.9,2.5,1.41,1.33,1.49,-19.8,0.4,0.8,3,3241,0.049,6,36,-40,2,10.3,1.0,8,-30,2,8.079,-0.04,6.52,8.2,0.11,0.14,45.070833333333326,31.12472222222222,-78.95557,40.229877,-39.453453,PM*,F,6426.877173170194,88.61390995470197,1.6921901000562706e-07
HD 18627, ,3,0,5.1,+,10,39,21,167,-41,7.515,0.297,2.659,0.006,3.808,-0.2,76,3.1,0.97,2.5,2.1,2.9,1.31,1.25,1.37,4.5,0.3,0.1,2,361,0.988,11,140,-77,2,13.1,0.9,-23,-53,5,8.056,-0.05,5.41,8.09,0.2,0.19,45.02125,10.655833333333334,-55.887848,12.902729,-49.860485,PM*,F,6426.877173170194,57.357928568930596,4.0406306137483407e-07
HD 18766, ,3,3,48.6,+,60,18,44,139,2,7.233,0.315,0.0,0.0,3.799,-0.27,92,2.42,1.92,2.1,1.9,2.4,1.47,1.4,1.54,-50.6,0.9,1.2,2,604,0.222,27,-39,-8,1,10.9,0.9,46,-23,-13,8.069,0.002,6.29,9.11,0.18,0.09,45.95249999999999,60.31222222222222,-69.39099,60.320656,3.2107537,*,F,6295.061828571975,91.94395593757338,1.5792436886436074e-07
HD 18768, ,3,2,52.2,+,47,6,37,145,-10,6.722,0.389,2.582,0.008,3.755,-0.75,46,3.39,2.27,7.5,6.8,8.4,1.04,1.0,1.07,96.7,0.2,0.3,4,730,0.627,3,66,-62,2,21.6,0.8,-88,38,-22,8.037,-0.008,7.25,12.94,0.28,0.27,45.7175,47.11027777777778,-37.108532,25.983679,-7.9878163,PM*,F,5688.529308438413,45.30115585247318,6.031830791377278e-07
HD 18819, ,3,0,43.5,-,27,38,30,222,-61,7.6,0.371,2.615,0.007,3.773,-0.05,93,2.75,1.98,2.6,2.2,3.8,1.39,1.3,1.5,-2.0,0.4,0.6,2,814,0.093,6,-36,-118,2,10.7,0.9,48,-25,-10,8.034,-0.082,6.2,9.09,0.19,0.1,45.18125,-27.641666666666666,-33.50639,-30.169285,-81.33964,PM*,F,5929.2532458,45.087292314390815,2.4914326408057216e-07
HD 19649, ,3,9,51.5,+,1,29,3,178,-46,7.635,0.236,2.715,0.016,3.845,-0.01,115,2.33,0.83,1.2,1.0,1.4,1.58,1.5,1.67,14.2,1.0,1.6,3,758,0.336,45,38,-29,2,8.7,1.0,-14,-25,-7,8.08,-0.083,6.89,8.09,0.08,0.08,47.46458333333333,1.4841666666666666,-79.83706,2.7879677,-82.724075,*,F,6998.419960022738,79.88572408972608,1.3945983593040382e-07
HD 19916, ,3,10,3.9,-,50,49,56,265,-55,7.553,0.381,2.641,0.047,3.795,0.26,78,2.9,1.07,2.3,1.7,2.9,1.48,1.44,1.53,-0.6,0.2,0.1,2,1092,0.75,9,98,27,1,12.9,0.6,-28,-19,16,8.004,-0.063,7.07,8.2,0.07,0.39,47.51624999999999,-50.83222222222223,-3.899256,-44.568718,-63.89386,PM*,F,6237.348354824191,44.73896312518943,3.065131772565901e-07
HD 20029, ,3,11,52.5,-,39,1,23,244,-59,7.066,0.349,2.632,0.009,3.782,-0.06,42,3.97,0.56,4.2,2.6,6.5,1.13,1.06,1.18,-5.6,0.2,0.2,4,3820,0.849,6,85,-31,2,24.0,0.7,-3,-12,14,8.009,-0.036,7.57,8.07,0.03,0.34,47.96874999999999,-39.02305555555555,-9.482665,-19.442354,-36.001026,PM*,F,6053.408747539136,21.631598751907845,1.3441543749956051e-06
HD 20201, ,3,12,54.3,-,47,9,18,258,-56,7.276,0.375,2.614,0.013,3.768,-0.12,38,4.4,0.51,7.4,3.9,10.6,1.01,0.96,1.07,15.4,0.1,0.3,5,1127,0.443,5,-90,-17,1,26.6,0.7,9,1,-20,8.004,-0.031,7.71,8.73,0.06,0.21,48.22624999999999,-47.155,-4.417989,-20.78498,-31.50343,PM*,F,5861.3816451402845,21.249329881304988,2.4347207100995807e-06
HD 20205, ,3,14,32.8,-,9,41,12,192,-52,7.674,0.29,2.678,0.022,3.823,-0.16,96,2.66,1.05,1.9,1.5,2.2,1.43,1.36,1.51,17.1,0.3,0.3,3,850,0.667,14,37,-4,2,10.4,1.1,-18,-14,-5,8.058,-0.076,7.44,8.12,0.04,0.08,48.63666666666666,-9.686666666666667,-57.811947,-12.288316,-75.64903,*,F,6652.731562017413,59.103501808663296,2.2001340883422769e-07
HD 20209, ,3,16,1.7,+,35,2,42,154,-19,7.57,0.328,0.0,0.0,3.789,-0.21,56,3.83,0.68,3.9,2.9,5.7,1.11,1.05,1.18,-46.2,0.4,0.5,2,2113,0.249,6,-154,-45,2,17.9,0.9,61,0,-16,8.047,-0.018,6.74,10.32,0.21,0.15,49.00708333333333,35.044999999999995,-47.590282,23.21133,-18.231815,PM*,F,6151.7687270986835,52.94903947389815,1.1077688528953563e-06
HD 20335, ,3,10,19.3,-,74,17,49,291,-40,6.902,0.338,2.641,0.021,3.795,-0.18,45,3.52,0.83,3.4,2.8,3.8,1.21,1.13,1.26,-3.5,0.3,0.4,2,381,0.227,6,53,280,2,22.0,0.6,-55,8,-27,7.987,-0.029,7.33,9.79,0.14,0.33,47.58041666666666,-74.29694444444445,12.353655,-32.182384,-28.925442,PM*,F,6237.348354824191,34.471997792157055,7.218536386028226e-07
HD 20367, ,3,17,40.0,+,31,7,37,156,-22,6.407,0.364,2.616,0.003,3.773,-0.11,27,4.24,0.55,6.4,3.6,8.9,1.04,0.99,1.1,5.9,0.2,0.1,4,1778,0.98,3,-102,-57,2,36.9,1.1,2,6,-15,8.023,-0.01,7.92,8.89,0.06,0.12,49.41666666666666,31.126944444444444,-22.869665,10.182229,-10.114378,PM*,F,5929.2532458,25.033964221047096,1.951862183762507e-06
HD 20427, ,3,18,31.9,+,38,27,31,152,-16,7.336,0.331,2.609,-0.008,3.785,-0.74,59,3.48,1.55,6.2,4.8,7.9,1.02,0.96,1.08,37.9,0.3,0.6,3,675,0.128,2,131,-74,2,0.0,0.0,-53,-20,-7,8.05,-0.016,6.63,8.79,0.14,0.02,49.63291666666666,38.45861111111111,-50.075874,26.625816,-16.262604,PM*,F,6095.368972401694,56.714435856576515,6.830447379131052e-07
HD 20584, ,3,17,50.7,-,26,21,8,220,-57,7.587,0.356,2.635,0.016,3.782,0.05,101,2.57,1.86,2.2,1.9,2.5,1.51,1.43,1.58,23.9,0.2,0.1,2,777,0.798,10,44,-12,2,9.9,0.9,-17,-26,-9,8.042,-0.085,6.8,8.06,0.08,0.09,49.46124999999999,-26.352222222222224,-42.138992,-35.35881,-84.70573,*,F,6053.408747539136,55.008545621495614,1.9428941916407797e-07
HD 20703, ,3,20,2.1,-,1,35,31,184,-46,7.702,0.323,2.625,-0.005,3.793,-0.51,120,2.3,2.38,2.3,1.9,3.3,1.39,1.28,1.49,17.7,0.2,0.2,3,382,0.76,8,-32,0,1,8.3,1.0,-3,12,-22,8.083,-0.087,8.06,9.26,0.07,0.27,50.00874999999999,-1.5919444444444446,-83.15595,-5.8148246,-86.32078,*,F,6208.690342300638,83.35900794474023,1.3379785466273765e-07
HD 20717, ,3,20,33.7,+,12,20,47,170,-36,7.342,0.312,2.626,-0.006,3.796,-0.55,66,3.24,1.4,4.7,3.0,5.5,1.13,1.08,1.22,48.0,0.3,0.2,2,268,0.651,8,135,10,2,15.1,1.0,-61,-19,-4,8.053,-0.039,6.51,9.03,0.16,0.07,50.14041666666667,12.346388888888889,-52.58393,9.271972,-38.793827,PM*,F,6251.726927756856,53.39512298903041,4.9028561355697e-07
HD 20853, ,3,20,45.2,-,26,36,23,221,-57,6.4,0.348,2.626,0.005,3.783,-0.11,49,2.97,1.59,2.7,2.4,4.1,1.38,1.29,1.43,24.4,0.2,0.4,4,1623,0.164,6,40,23,1,20.6,0.7,-19,-11,-15,8.02,-0.041,7.57,8.13,0.04,0.12,50.18833333333333,-26.60638888888889,-20.14117,-17.508453,-41.094856,*,F,6067.363295885053,26.687312630201436,3.3763631364056964e-07
HD 20904, ,3,23,28.4,+,33,19,55,156,-20,7.616,0.434,0.0,0.0,3.742,-0.22,112,2.36,3.22,2.2,1.7,2.8,1.35,1.32,1.42,3.5,0.2,0.1,2,658,0.831,3,28,-81,1,8.9,1.0,-10,-36,-26,8.097,-0.038,6.34,8.1,0.12,0.29,50.86833333333333,33.331944444444446,-96.14662,42.807224,-38.306255,PM*,F,5520.774392807573,105.24557455784341,1.4536141769059028e-07
HD 20958, ,3,19,0.4,-,65,53,17,283,-45,7.411,0.322,2.646,0.014,3.798,-0.18,105,2.3,1.98,1.9,1.7,2.1,1.55,1.47,1.62,27.1,0.9,1.3,2,1186,0.033,22,-2,-68,2,9.5,0.6,33,-28,-5,7.984,-0.074,6.24,8.57,0.16,0.08,49.75166666666666,-65.88805555555557,16.701775,-72.34328,-74.24621,PM*,F,6280.58358813318,74.24620831604146,1.3379785466273765e-07
HD 21045, ,3,26,1.8,+,51,25,6,146,-4,7.322,0.343,2.621,0.002,3.782,-0.38,63,3.33,1.49,5.3,4.1,6.9,1.09,1.03,1.18,-50.2,0.3,0.6,3,1102,0.113,8,-71,74,2,0.0,0.0,58,-3,10,8.052,-0.005,6.72,10.1,0.2,0.3,51.5075,51.41833333333333,-52.102135,35.143345,-4.3946576,PM*,F,6053.408747539136,62.84653665355991,5.551996068810809e-07
HD 21106, ,3,28,54.1,+,69,16,58,136,11,7.333,0.337,0.0,0.0,3.787,-0.27,69,3.14,1.47,4.4,3.0,5.0,1.18,1.14,1.31,-8.9,0.3,0.2,2,604,0.651,7,-9,35,1,14.5,0.7,14,0,6,8.049,0.013,7.64,8.85,0.07,0.2,52.22541666666666,69.28277777777778,-48.72252,47.0508,13.165821,*,F,6123.503917247734,67.73227986558847,4.2702091808739836e-07
HD 21589, ,3,30,45.0,+,42,12,8,152,-12,6.906,0.248,0.0,0.0,3.836,-0.18,77,2.48,0.98,1.6,1.4,1.8,1.51,1.45,1.57,14.6,1.0,0.8,3,997,0.804,70,93,-19,1,13.0,0.8,-30,-20,11,8.066,-0.015,7.03,8.29,0.08,0.28,52.68749999999999,42.20222222222223,-66.50129,35.359364,-16.009201,PM*,F,6854.882264526614,75.3173698037086,1.7157308092779462e-07
HD 21626, ,3,27,43.7,-,43,51,21,251,-55,6.735,0.321,2.628,-0.005,3.796,-0.16,66,2.63,1.68,2.2,2.1,2.4,1.46,1.41,1.51,7.6,0.2,0.2,2,649,0.548,11,40,32,2,15.1,0.6,-16,-7,0,8.012,-0.054,7.8,8.11,0.02,0.11,51.93208333333333,-43.85583333333334,-12.324723,-35.793594,-54.064037,PM*,F,6251.726927756856,37.85604533576592,2.1108100337753084e-07
HD 21651, ,3,31,9.1,+,39,8,51,154,-14,7.288,0.239,0.0,0.0,3.844,-0.12,119,1.91,1.36,1.2,1.1,1.4,1.69,1.6,1.78,18.2,2.1,2.9,3,997,0.447,110,41,-30,1,8.4,0.9,-28,-18,-4,8.104,-0.029,7.17,8.31,0.07,0.05,52.78791666666666,39.1475,-103.779434,50.616608,-28.788706,*,F,6982.324040771711,115.46519790303059,7.806370326530442e-08
HD 21654, ,3,29,18.0,-,10,33,17,197,-49,7.507,0.27,2.669,-0.008,3.824,-0.11,81,2.97,0.67,1.8,1.4,2.2,1.39,1.33,1.45,10.6,0.6,0.4,2,1120,0.635,24,-30,12,2,12.4,1.0,-4,9,-13,8.05,-0.061,8.03,9.04,0.06,0.11,52.325,-10.554722222222225,-50.81878,-15.536865,-61.131477,*,F,6668.067692136218,53.1407807123364,3.3763631364056964e-07
HD 21899, ,3,30,13.5,-,41,22,11,247,-55,6.12,0.317,2.649,0.003,3.8,0.0,34,3.45,0.61,2.8,1.9,3.3,1.29,1.25,1.32,18.2,0.4,0.2,2,739,0.718,15,-11,-173,1,29.3,0.6,20,-23,-13,8.008,-0.028,6.65,8.39,0.12,0.09,52.55625,-41.36972222222222,-7.619883,-17.951315,-27.85117,PM*,F,6309.57344480193,19.501598066899906,6.553135529074679e-07
HD 21962, ,3,32,57.5,+,16,35,54,170,-31,7.031,0.319,2.651,0.007,3.798,0.0,55,3.33,0.78,2.7,2.1,3.2,1.3,1.25,1.35,-6.6,0.4,0.3,2,1484,0.581,14,-23,-93,2,18.2,1.1,15,-15,-15,8.046,-0.029,7.15,8.43,0.08,0.12,53.23958333333332,16.598333333333333,-46.427975,8.18651,-28.327093,PM*,F,6280.58358813318,47.14420227960937,5.551996068810809e-07
HD 22173, ,3,33,45.2,-,15,7,40,204,-50,7.048,0.289,2.666,0.006,3.812,-0.2,50,3.56,0.42,2.5,1.1,3.3,1.23,1.18,1.28,6.3,0.3,0.4,2,827,0.401,14,-58,-130,2,20.1,0.9,23,-14,-21,8.029,-0.038,7.01,8.64,0.1,0.22,53.438333333333325,-15.127777777777778,-29.360783,-13.072259,-38.302223,PM*,F,6486.344335482381,32.13937668555771,7.628675643650526e-07
HD 22257, ,3,34,38.1,-,12,17,52,200,-49,7.675,0.328,2.626,-0.001,3.789,-0.36,64,3.65,0.99,4.1,3.0,7.3,1.09,1.04,1.16,27.7,0.2,0.1,2,384,0.761,4,53,-67,2,15.7,0.9,-12,-31,-18,8.039,-0.048,6.53,8.04,0.1,0.16,53.65874999999999,-12.297777777777778,-39.455605,-14.360666,-48.301414,PM*,F,6151.7687270986835,41.98777791071564,8.638715069876107e-07
HD 22328, ,3,36,24.3,+,20,4,3,168,-28,7.479,0.326,2.646,0.015,3.794,-0.22,93,2.63,1.78,2.3,2.0,2.7,1.42,1.35,1.49,34.6,0.5,0.2,2,695,0.817,23,95,-51,1,10.7,1.0,-45,-37,-7,8.08,-0.044,6.02,8.42,0.17,0.05,54.10124999999999,20.0675,-80.31973,17.07248,-43.66086,PM*,F,6223.002851691595,82.11411937433964,2.1108100337753084e-07
HD 22527, ,3,32,59.6,-,67,25,10,283,-43,7.489,0.328,2.642,0.004,3.792,-0.05,49,4.04,0.25,2.9,0.0,5.0,1.15,1.09,1.21,3.2,0.6,0.9,2,1147,0.05,10,-66,-73,2,20.4,0.6,23,4,-4,7.992,-0.033,7.49,9.21,0.1,0.07,53.24833333333333,-67.41944444444445,8.061426,-34.917847,-33.41792,PM*,F,6194.410750767812,35.83633112176643,1.4806388821497311e-06
HD 22732, ,3,40,56.1,+,41,11,19,154,-11,7.162,0.285,2.652,0.004,3.812,-0.61,81,2.61,1.73,2.3,2.1,2.5,1.35,1.27,1.41,-98.3,0.6,1.1,3,665,0.024,11,-28,89,1,12.3,0.8,96,-14,39,8.072,-0.016,5.87,11.3,0.32,1.19,55.23374999999999,41.18861111111111,-71.46474,34.85568,-15.455528,PM*,F,6486.344335482381,79.51180724603108,2.0532846002754932e-07
HD 22892, ,3,40,10.7,-,9,2,20,197,-46,6.922,0.289,2.66,0.0,3.817,-0.05,109,1.74,2.0,1.3,1.1,1.5,1.77,1.67,1.86,28.7,0.6,0.9,2,777,0.228,26,50,4,2,9.2,0.9,-32,-21,-5,8.072,-0.079,6.91,8.31,0.09,0.09,55.04458333333332,-9.03888888888889,-72.409256,-22.137737,-78.408035,PM*,F,6561.452663029057,75.71776379393877,6.172330179439641e-08
HD 23079, ,3,39,43.0,-,52,54,57,264,-50,7.118,0.371,2.62,0.014,3.767,-0.24,35,4.42,0.62,8.4,5.3,12.6,0.97,0.93,1.03,0.5,0.2,0.2,4,2743,0.678,4,-191,-96,8,28.9,0.6,28,14,-16,8.002,-0.026,7.55,9.92,0.14,0.14,54.92916666666666,-52.91583333333333,-2.3516328,-22.374321,-26.811556,PM*,F,5847.900841444806,22.49756469125218,2.502932571368431e-06
HD 23148, ,3,41,59.2,-,24,39,8,219,-52,6.778,0.316,2.628,-0.015,3.798,-0.06,41,3.73,0.44,3.0,1.5,4.1,1.21,1.16,1.26,8.9,0.3,0.2,2,815,0.683,14,165,-34,2,24.6,0.8,-14,-28,11,8.02,-0.032,6.67,8.03,0.09,0.28,55.49666666666666,-24.65222222222222,-19.616814,-15.885381,-32.30844,PM*,F,6280.58358813318,25.242121959648262,9.648263369592704e-07
HD 23412, ,3,45,2.7,+,2,37,16,185,-39,6.642,0.32,2.654,0.018,3.798,-0.17,81,2.09,2.18,1.7,1.5,1.9,1.61,1.55,1.69,-19.2,6.8,9.7,2,367,0.138,30,-3,-54,2,12.3,0.8,25,-14,1,8.063,-0.051,7.01,8.73,0.11,0.14,56.26125,2.621111111111111,-62.70929,-5.486356,-50.974953,PM*,F,6280.58358813318,62.94882965125591,1.001034740924846e-07
HD 23456, ,3,43,4.7,-,50,38,35,261,-50,6.974,0.337,2.614,0.001,3.782,-0.41,37,4.15,0.69,6.3,4.0,7.7,1.02,0.96,1.07,28.5,0.3,0.4,2,1530,0.211,3,143,501,1,27.3,0.6,-92,2,-24,8.004,-0.028,6.56,10.77,0.24,0.3,55.76958333333333,-50.64305555555556,-3.7205038,-23.49033,-28.343645,PM*,F,6053.408747539136,23.78314007936535,1.7236502628677525e-06
HD 23596, ,3,48,0.3,+,40,31,50,156,-11,7.235,0.383,0.0,0.0,3.77,0.2,52,3.65,0.94,5.4,3.1,6.7,1.27,1.23,1.31,-10.2,0.2,0.1,2,631,0.813,4,53,23,2,19.2,0.9,4,-9,14,8.047,-0.01,7.6,8.31,0.04,0.35,57.00124999999999,40.53055555555555,-46.631577,20.761711,-9.922068,PM*,F,5888.43655355589,51.04461398771128,8.638715069876107e-07
HD 23609, ,3,47,17.1,+,23,43,36,167,-24,6.994,0.34,2.647,0.021,3.801,0.14,62,2.94,0.97,2.1,1.8,2.4,1.45,1.39,1.51,-8.4,0.3,0.1,2,372,0.898,9,-35,-25,1,16.1,1.1,13,0,-8,8.055,-0.025,7.66,8.83,0.07,0.03,56.82124999999999,23.726666666666667,-55.18814,12.741189,-25.217672,*,F,6324.118513762197,56.63981544632116,3.239284925294737e-07
HD 23623, ,3,48,54.1,+,50,50,24,149,-3,7.341,0.285,0.0,0.0,3.815,-0.14,71,3.07,0.79,2.2,1.7,2.6,1.35,1.3,1.4,-12.3,0.4,0.5,2,1094,0.355,13,24,-89,2,14.0,0.9,-2,-28,-18,8.061,-0.003,6.68,8.09,0.1,0.16,57.22541666666665,50.84,-60.77547,36.517586,-3.715853,PM*,F,6531.305526474723,70.90269276260456,3.8765835625527745e-07
HD 23754, ,3,46,50.8,-,23,14,59,217,-50,4.23,0.278,2.668,-0.01,3.822,0.14,18,2.96,0.5,1.4,1.0,1.9,1.46,1.43,1.55,7.3,0.2,0.5,4,419,0.279,14,-160,-529,1,55.8,0.7,35,-23,-22,8.009,-0.014,6.44,8.76,0.15,0.23,56.71166666666666,-23.249722222222225,-9.240354,-6.963105,-13.7888,PM*,F,6637.43070401909,11.570176026592723,3.3300376974783855e-07
HD 23822, ,3,48,56.9,+,23,51,25,167,-23,6.484,0.243,2.711,0.019,3.844,0.07,75,2.12,0.99,1.1,0.9,1.3,1.69,1.63,1.76,12.3,1.4,2.3,3,734,0.278,90,48,-59,1,13.4,1.0,-15,-24,-8,8.067,-0.03,6.95,8.08,0.08,0.03,57.23708333333333,23.856944444444444,-67.268425,15.530144,-29.304834,PM*,F,6982.324040771711,69.03786189216291,1.0433959578941759e-07
HD 23965, ,3,50,3.4,+,22,35,29,168,-24,7.292,0.338,2.621,-0.002,3.784,-0.24,37,4.44,0.21,3.1,0.0,7.9,1.04,0.97,1.1,6.9,0.2,0.4,5,1146,0.394,9,156,-62,1,26.9,1.1,-16,-25,7,8.033,-0.015,6.87,8.05,0.08,0.22,57.51416666666666,22.591388888888886,-33.062546,7.027658,-15.049255,PM*,F,6081.350012787177,33.80118230132017,2.5730554764783447e-06
