Name,fs,RAh,RAm,RAs,DE_,DEd,DEm,DEs,GLON,GLAT,Vmag,b_y,Hbeta,E(b-y),logTe,[Fe/H],Dist,VMAG,dVMag,Age,clAge,chAge,mass,clmass,chmass,RVel,meRVel,e_RVel,o_RVel,dT,P(chi2),vsini,pmRA,pmDE,e_pm,plx,e_plx,UVel,VVel,WVel,Rgal,zgal,Rmin,Rmax,ecc,zmax,RA,DEC,X,Y,Z,ObjType,SpecType,Teff,R_xy,w_vmax
HD 1101, ,0,15,16.3,-,16,45,22,82,-77,7.673,0.264,2.684,0.005,3.832,0.06,127,2.16,1.17,1.3,1.1,1.5,1.63,1.53,1.75,-0.2,0.4,0.6,3,762,0.354,27,35,-23,2,7.9,1.0,-11,-22,-6,7.996,-0.123,7.01,8.0,0.07,0.12,3.817916666666666,-16.75611111111111,3.9760063,28.290752,-123.744995,*,F,6792.036326171843,28.56878147249448,1.1026791173453256e-07
HD 1343, ,0,17,32.7,-,19,3,3,77,-79,6.46,0.264,2.665,-0.007,3.824,-0.41,49,3.02,0.89,2.2,1.8,2.6,1.3,1.26,1.35,-3.5,0.3,0.3,2,348,0.42,8,21,-2,2,20.5,0.9,-4,-3,3,7.998,-0.048,7.91,8.22,0.02,0.15,4.38625,-19.050833333333333,2.103212,9.110013,-48.09973,*,F,6668.067692136218,9.349643713913007,3.617838282151292e-07
HD 1352, ,0,17,49.9,+,16,19,51,111,-46,7.213,0.313,2.641,-0.001,3.798,-0.21,46,3.9,0.41,3.4,1.3,4.8,1.14,1.08,1.2,8.4,0.4,0.3,2,1833,0.593,13,222,-28,1,21.7,0.9,-42,-22,-17,8.012,-0.033,6.72,8.45,0.11,0.14,4.457916666666666,16.330833333333334,-11.451391,29.831898,-33.08963,PM*,F,6280.58358813318,31.954287570172564,1.2202509373498365e-06
HD 1581, ,0,20,4.2,-,64,52,29,308,-52,4.228,0.368,2.601,-0.005,3.768,-0.18,9,4.56,0.41,8.2,2.7,11.4,0.97,0.92,1.05,9.1,0.1,0.2,11,3566,0.728,4,1708,1165,1,116.4,0.6,-73,-3,-43,7.997,-0.007,6.79,9.94,0.19,0.73,5.017499999999999,-64.87472222222222,3.411352,-4.3663306,-7.092097,PM*,F,5861.3816451402845,5.54095347177725,3.0370304755640905e-06
HD 1671, ,0,21,7.2,+,37,58,6,116,-25,5.18,0.288,2.656,-0.006,3.817,-0.03,49,1.73,1.99,1.2,1.1,1.3,1.81,1.76,1.86,8.2,1.8,0.0,1,0,0.0,45,58,-39,1,20.4,0.7,-12,-3,-13,8.02,-0.02,8.0,8.19,0.01,0.09,5.279999999999999,37.96833333333333,-19.467659,39.91462,-20.708296,PM*,F,6561.452663029057,44.409082817422394,6.087642634523737e-08
HD 1683, ,0,20,53.7,-,39,14,23,329,-76,7.137,0.331,2.624,-0.001,3.792,-0.19,108,1.98,2.44,1.7,1.5,2.0,1.61,1.54,1.7,8.1,0.5,0.9,3,1161,0.018,14,-46,-36,2,9.3,0.8,30,-6,-1,7.978,-0.104,7.1,9.03,0.12,0.14,5.223749999999999,-39.23972222222222,22.395693,-13.456693,-104.79194,PM*,F,6194.410750767812,26.127564973538924,8.599023779510943e-08
HD 1689, ,0,21,13.1,-,3,18,42,105,-65,7.359,0.331,2.626,-0.002,3.789,-0.4,79,2.86,1.82,3.8,2.7,4.4,1.21,1.15,1.36,6.3,0.4,0.6,2,1132,0.061,7,28,64,1,12.6,1.0,-22,16,3,8.009,-0.072,7.96,9.52,0.09,0.19,5.3045833333333325,-3.3116666666666665,-8.64115,32.249214,-71.59831,PM*,F,6151.7687270986835,33.38684287171065,2.900341587684856e-07
HD 1764, ,0,21,57.3,+,16,52,36,113,-45,7.577,0.325,2.613,-0.017,3.79,-0.45,63,3.6,1.1,5.9,3.2,7.2,1.08,1.03,1.16,-31.9,0.3,0.5,4,1849,0.491,10,72,-63,2,16.0,0.9,-2,-42,7,8.017,-0.045,5.95,8.03,0.15,0.22,5.48875,16.87666666666667,-17.406185,41.006397,-44.547726,PM*,F,6165.9500186148225,44.5477257688407,8.062117992321641e-07
HD 1832, ,0,23,0.2,+,22,22,30,114,-40,7.58,0.406,2.595,0.008,3.753,-0.06,40,4.54,0.67,10.9,6.9,14.9,0.95,0.9,1.01,-30.7,0.2,0.1,2,100,0.948,1,203,-221,1,24.7,0.9,-7,-63,-17,8.013,-0.026,4.96,8.01,0.24,0.14,5.750833333333333,22.375,-12.463132,27.992657,-25.711502,PM*,F,5662.3928903825345,30.64177712158799,2.9542629636310046e-06
HD 1856, ,0,22,48.0,-,39,15,44,327,-76,6.746,0.223,2.73,0.0,3.852,0.01,76,2.33,0.71,1.1,0.9,1.3,1.62,1.57,1.68,12.9,0.8,1.4,4,1116,0.523,90,101,-26,2,13.1,0.7,-25,-27,-15,7.985,-0.074,6.62,8.07,0.1,0.13,5.699999999999998,-39.26222222222222,15.419852,-10.013766,-73.74248,PM*,F,7112.1351365332885,18.38606388558084,1.3945983593040382e-07
HD 1980, ,0,23,59.5,-,17,48,37,87,-79,7.428,0.327,2.631,0.004,3.791,-0.28,63,3.43,1.1,5.0,2.8,6.0,1.15,1.09,1.24,-7.3,0.3,0.4,2,387,0.147,6,107,39,2,15.9,1.0,-33,-8,6,7.999,-0.062,7.4,8.52,0.07,0.21,5.997916666666666,-17.810277777777777,0.6291292,12.004496,-61.84251,PM*,F,6180.164001384158,12.020970333725502,6.37454439294158e-07
HD 2302, ,0,27,4.5,+,25,2,31,116,-38,6.664,0.312,2.648,0.002,3.803,-0.05,80,2.15,1.9,1.6,1.5,1.9,1.63,1.56,1.7,-1.4,0.2,0.3,5,2147,0.432,7,101,-17,1,12.5,0.8,-30,-23,-8,8.028,-0.049,6.8,8.21,0.09,0.05,6.768749999999999,25.041944444444447,-27.635294,56.66075,-49.252922,PM*,F,6353.309318517436,63.040860281478835,1.0875497926716233e-07
HD 2330, ,0,27,26.6,+,26,16,43,116,-36,7.569,0.365,2.619,0.005,3.776,-0.02,61,3.66,0.98,5.6,3.0,6.9,1.14,1.09,1.23,-9.1,0.2,0.3,2,701,0.343,3,72,-71,2,16.5,1.1,-7,-27,-13,8.022,-0.036,6.76,8.03,0.09,0.09,6.860833333333333,26.27861111111111,-21.63363,44.35552,-35.8549,PM*,F,5970.352865838366,49.35003648881427,8.758891567482405e-07
HD 2611, ,0,29,51.6,+,38,19,26,118,-24,7.465,0.34,0.0,0.0,3.786,-0.18,85,2.81,1.74,2.6,2.2,3.9,1.38,1.3,1.45,-32.1,0.4,0.5,2,363,0.165,8,-47,-84,2,11.7,1.0,40,-27,-16,8.037,-0.035,6.24,8.83,0.17,0.14,7.464999999999999,38.323888888888895,-36.455105,68.56208,-34.572613,PM*,F,6109.420249055721,77.65135861327491,2.706756260487269e-07
HD 2615, ,0,29,34.8,-,32,34,8,343,-83,7.624,0.312,2.623,-0.003,3.795,-0.74,76,3.23,1.58,4.9,4.1,5.9,1.09,1.05,1.15,0.9,0.2,0.3,3,359,0.598,7,86,179,2,13.2,0.9,-59,40,-8,7.991,-0.075,7.63,11.99,0.22,0.1,7.394999999999999,-32.56888888888889,8.85736,-2.7079673,-75.43351,PM*,F,6237.348354824191,9.262068509111197,4.835586427513509e-07
HD 2663, ,0,31,12.9,+,69,47,6,121,7,7.371,0.345,2.603,-0.003,3.777,-0.54,42,4.27,0.79,7.3,4.7,9.2,0.97,0.91,1.02,12.5,0.2,0.6,7,1159,0.069,4,299,-72,2,24.0,0.7,-57,-17,-17,8.021,0.005,6.63,8.93,0.15,0.16,7.803750000000001,69.785,-21.470362,35.73268,5.1185126,PM*,F,5984.115950603199,41.68693877455436,2.034459973909334e-06
HD 2719, ,0,30,38.1,-,18,37,15,92,-80,7.555,0.329,2.639,0.011,3.791,-0.24,101,2.53,1.96,2.3,2.0,2.7,1.43,1.36,1.51,-8.3,0.3,0.3,2,1007,0.404,13,188,-6,2,9.9,1.0,-76,-49,0,8.001,-0.1,5.15,8.85,0.26,0.17,7.658749999999999,-18.620833333333334,-0.6120832,17.527788,-99.46558,PM*,F,6180.164001384158,17.53847194075545,1.8384386847322583e-07
HD 2827, ,0,31,51.0,+,18,6,19,116,-45,7.217,0.345,2.615,-0.008,3.785,-0.16,95,2.32,2.24,2.0,1.8,2.4,1.54,1.43,1.61,-4.7,0.4,0.5,2,437,0.159,9,57,-89,2,10.5,0.8,-4,-39,-27,8.03,-0.067,6.12,8.04,0.14,0.32,7.962499999999999,18.10527777777778,-29.447641,60.376617,-67.17514,PM*,F,6095.368972401694,67.17514005068817,1.3754637524765194e-07
HD 2916, ,0,32,22.1,-,24,38,46,62,-85,7.27,0.263,2.677,0.002,3.826,-0.32,72,2.97,0.82,2.1,1.7,2.5,1.33,1.28,1.39,-10.8,1.2,2.2,3,1475,0.214,55,130,13,2,13.8,1.0,-41,-20,8,7.997,-0.072,6.78,8.44,0.11,0.25,8.092083333333333,-24.64611111111111,2.9460366,5.540688,-71.72602,PM*,F,6698.846094165266,6.275217539008792,3.3763631364056964e-07
HD 3079, ,0,34,29.7,+,47,54,55,120,-15,7.381,0.364,2.607,0.003,3.77,-0.41,47,4.01,1.11,9.6,8.1,11.4,0.99,0.95,1.04,-12.6,0.2,0.5,9,3413,0.144,3,399,61,2,21.2,0.9,-73,-54,11,8.023,-0.012,5.03,8.77,0.27,0.29,8.623749999999998,47.915277777777774,-22.699259,39.316265,-12.164495,PM*,F,5888.43655355589,45.39851377192106,1.4205258785814954e-06
HD 3089, ,0,34,8.3,+,5,57,28,115,-57,7.642,0.291,2.641,-0.011,3.809,-0.5,118,2.29,2.02,2.0,1.8,2.4,1.43,1.32,1.52,0.7,0.5,0.8,3,366,0.047,8,11,29,2,8.5,1.1,-13,8,8,8.027,-0.098,8.02,8.96,0.06,0.26,8.534583333333332,5.957777777777778,-27.160585,58.24605,-98.96313,*,F,6441.692655151775,64.26740789968679,1.3196207927532493e-07
HD 3149, ,0,35,13.7,+,51,50,17,120,-11,7.371,0.383,0.0,0.0,3.763,-0.24,44,4.17,0.97,10.7,8.1,12.7,0.99,0.96,1.03,-65.5,0.3,0.5,2,132,0.182,3,53,-127,2,22.9,1.0,27,-65,-14,8.022,-0.008,4.77,8.26,0.27,0.1,8.807083333333333,51.83805555555556,-21.5958,37.405018,-8.395596,PM*,F,5794.286964268809,43.19159581701426,1.77194056249803e-06
HD 3158, ,0,34,27.8,-,52,22,23,309,-65,5.57,0.309,2.637,-0.006,3.8,-0.21,26,3.53,0.73,3.2,2.5,3.8,1.21,1.15,1.25,36.3,0.3,0.5,2,1566,0.223,14,227,39,1,39.0,0.6,-16,-22,-37,7.993,-0.023,7.03,8.02,0.07,0.5,8.615833333333331,-52.37305555555555,6.9150195,-8.539338,-23.564001,PM*,F,6309.57344480193,10.988074816073299,7.318956230148521e-07
HD 3161, ,0,38,14.5,+,84,40,29,123,22,7.113,0.346,0.0,0.0,3.781,-0.27,40,4.09,0.66,5.8,3.9,7.5,1.05,0.98,1.1,10.6,0.3,0.1,2,735,0.728,6,-22,-17,2,24.8,0.6,-2,12,1,8.02,0.015,7.99,9.18,0.07,0.13,9.560416666666663,84.67472222222223,-20.199223,31.104074,14.984263,*,F,6039.4862937638,37.08735672976985,1.5865331463088641e-06
HD 3229, ,0,35,32.8,-,0,30,20,114,-63,5.94,0.303,2.635,-0.011,3.803,-0.47,56,2.22,2.2,1.9,1.8,2.0,1.5,1.46,1.55,11.6,0.1,0.3,13,4009,0.482,6,143,-63,1,18.0,0.7,-26,-27,-20,8.01,-0.05,6.67,8.12,0.1,0.2,8.886666666666665,-0.5055555555555555,-10.340656,23.225498,-49.896366,PM*,F,6353.309318517436,25.423471908029008,1.1979788477114107e-07
HD 3255, ,0,35,50.1,+,16,34,10,118,-46,7.315,0.299,2.646,0.005,3.806,-0.46,95,2.42,1.92,2.1,1.9,2.3,1.43,1.37,1.49,-13.4,0.4,0.3,2,437,0.608,11,-36,-124,1,10.5,0.8,41,-33,-28,8.031,-0.069,5.99,8.76,0.19,0.36,8.95875,16.569444444444443,-30.981625,58.26796,-68.33728,PM*,F,6397.348354826482,65.99254692919666,1.5792436886436074e-07
HD 3268, ,0,35,54.8,+,13,12,25,117,-49,6.41,0.335,2.615,-0.013,3.786,-0.33,38,3.53,1.16,5.8,4.8,6.8,1.1,1.06,1.16,-23.3,0.2,0.3,3,355,0.398,5,-131,-177,2,26.6,0.9,40,-21,-1,8.011,-0.029,6.41,8.92,0.16,0.09,8.978333333333333,13.206944444444444,-11.31809,22.21301,-28.678965,PM*,F,6109.420249055721,24.930242167058868,7.318956230148521e-07
HD 3296, ,0,36,1.8,-,5,34,14,113,-68,6.723,0.3,2.651,-0.006,3.807,-0.06,47,3.35,0.62,2.5,1.7,3.0,1.3,1.26,1.35,10.3,0.4,0.2,2,339,0.717,14,228,-110,2,21.2,0.9,-33,-42,-22,8.007,-0.044,5.88,8.15,0.16,0.23,9.0075,-5.570555555555555,-6.8794127,16.20688,-43.57764,PM*,F,6412.095765851615,17.60651238693573,5.707542445871613e-07
HD 3302, ,0,35,41.1,-,48,0,3,310,-69,5.52,0.291,2.658,-0.004,3.813,-0.06,36,2.72,1.11,2.0,1.7,2.3,1.47,1.43,1.51,9.9,0.5,0.8,2,1062,0.212,19,47,-101,1,27.6,0.8,4,-21,-4,7.992,-0.034,6.97,8.09,0.07,0.06,8.921249999999999,-48.00083333333333,8.292761,-9.88293,-33.608894,PM*,F,6501.296903430909,12.901247629125681,2.390282048968422e-07
HD 3440, ,0,39,47.2,+,82,29,37,123,20,6.382,0.37,2.598,0.006,3.766,-0.5,32,3.84,1.44,9.4,8.0,10.7,0.98,0.95,1.01,-34.7,0.2,0.1,3,713,0.856,4,-112,77,1,31.0,0.5,34,-22,0,8.016,0.011,6.49,8.74,0.15,0.11,9.946666666666664,82.49361111111111,-16.377386,25.218962,10.944644,PM*,F,5834.451042737448,30.070164890642683,1.123179452715063e-06
HD 3598, ,0,38,27.3,-,45,54,4,310,-71,7.409,0.329,2.632,0.009,3.789,-0.45,80,2.89,1.83,3.8,3.4,4.4,1.19,1.15,1.3,-9.1,0.3,0.1,2,796,0.806,6,-30,61,1,12.5,0.8,-3,27,3,7.983,-0.076,7.97,10.27,0.13,0.19,9.61375,-45.90111111111111,16.741692,-19.951977,-75.64149,PM*,F,6151.7687270986835,26.045453292876147,3.023076588038178e-07
HD 3674, ,0,39,40.7,+,11,31,56,118,-51,7.431,0.338,2.627,0.0,3.787,-0.12,50,3.95,0.52,4.0,2.3,5.9,1.12,1.06,1.19,-0.2,0.3,0.2,2,1460,0.652,10,157,-13,1,20.1,0.9,-30,-21,-3,8.015,-0.039,6.89,8.22,0.09,0.07,9.919583333333332,11.532222222222224,-14.772401,27.782845,-38.8573,PM*,F,6123.503917247734,31.46601829909253,1.307522436604637e-06
HD 3689, ,0,38,17.7,-,73,57,45,304,-43,7.436,0.32,2.643,0.01,3.793,-0.34,61,3.51,1.03,3.6,2.9,6.3,1.13,1.07,1.22,46.0,0.3,0.1,2,407,0.927,8,-128,-109,2,16.4,0.7,60,-27,-9,7.975,-0.042,5.88,9.33,0.23,0.05,9.57375,-73.9625,24.947035,-36.985504,-41.6019,PM*,F,6208.690342300638,44.612577390521174,7.119494353822096e-07
HD 3708, ,0,39,43.6,-,11,9,2,113,-74,6.828,0.298,2.659,0.014,3.806,-0.4,72,2.53,1.76,2.2,2.0,2.4,1.42,1.37,1.47,24.8,0.4,0.6,2,1442,0.123,8,-59,-125,2,13.8,0.8,37,-18,-35,8.008,-0.07,6.65,8.93,0.15,0.51,9.931666666666665,-11.150555555555556,-7.754409,18.268242,-69.21084,PM*,F,6397.348354826482,19.8458944043811,1.8384386847322583e-07
HD 3735, ,0,39,57.8,-,33,57,41,322,-83,6.69,0.343,2.611,0.002,3.779,-0.5,41,3.6,1.38,7.0,5.8,8.1,1.04,1.0,1.08,-12.2,0.2,0.1,3,387,0.866,5,330,-108,2,24.1,0.8,-45,-51,11,7.996,-0.041,5.34,8.26,0.21,0.29,9.990833333333333,-33.96138888888889,3.9374082,-3.0762396,-40.694393,PM*,F,6011.737374832779,4.996642213530542,8.062117992321641e-07
HD 3770, ,0,40,24.4,-,7,39,24,115,-70,7.44,0.356,2.616,0.004,3.776,-0.2,59,3.59,1.21,6.2,5.2,7.4,1.11,1.06,1.16,-9.0,0.1,0.3,7,2115,0.569,4,131,-103,2,17.0,0.9,-15,-45,-3,8.008,-0.055,5.8,8.02,0.16,0.08,10.101666666666665,-7.656666666666667,-8.528095,18.288557,-55.441864,PM*,F,5970.352865838366,20.179190307623198,7.951501586565117e-07
HD 3790, ,0,40,52.7,+,31,6,59,120,-32,7.603,0.291,2.646,-0.01,3.808,-0.28,57,3.82,0.32,2.6,0.0,4.1,1.16,1.1,1.22,12.0,0.9,1.3,2,315,0.283,30,143,40,2,17.5,0.9,-41,-7,1,8.025,-0.03,7.28,8.79,0.09,0.14,10.21958333333333,31.11638888888889,-24.169374,41.862576,-30.205399,PM*,F,6426.877173170194,48.338741283856905,1.0925696944319081e-06
HD 3801, ,0,41,34.6,+,65,52,5,122,3,6.954,0.355,0.0,0.0,3.777,-0.23,48,3.57,1.23,6.3,5.3,7.2,1.11,1.07,1.15,3.6,0.3,0.1,2,971,0.699,3,73,-59,1,21.0,0.7,-16,-5,-14,8.025,0.003,7.9,8.18,0.02,0.1,10.394166666666663,65.86805555555554,-25.40127,40.650517,2.512126,PM*,F,5984.115950603199,47.93421585861387,7.73480109318936e-07
HD 3861, ,0,41,11.8,+,9,21,18,119,-53,6.529,0.333,2.63,-0.006,3.79,-0.01,33,3.91,0.39,3.4,1.5,4.6,1.17,1.12,1.23,-15.2,0.3,0.4,2,699,0.228,2,-122,-104,1,30.0,0.8,28,-9,3,8.01,-0.027,7.07,8.9,0.11,0.16,10.299166666666666,9.355,-9.628266,17.369854,-26.354973,PM*,F,6165.9500186148225,19.859892601624814,1.2372263188348547e-06
HD 3914, ,0,42,1.4,+,40,41,17,121,-22,7.028,0.311,0.0,0.0,3.799,-0.24,49,3.58,0.73,3.4,2.6,4.1,1.18,1.11,1.24,-3.6,0.4,0.1,2,1005,0.852,13,-12,-63,1,20.4,1.0,7,-6,-12,8.023,-0.018,7.61,8.44,0.05,0.08,10.505833333333332,40.68805555555555,-23.399216,38.942833,-18.355722,PM*,F,6295.061828571975,45.432010207347695,7.842402894793196e-07
HD 4132, ,0,44,48.0,+,67,9,29,122,4,6.903,0.319,0.0,0.0,3.797,-0.13,46,3.6,0.66,3.3,2.4,4.1,1.21,1.15,1.26,8.2,0.4,0.1,2,966,0.942,15,216,-59,2,21.8,0.6,-44,-17,-13,8.024,0.003,6.86,8.6,0.11,0.09,11.199999999999998,67.15805555555556,-24.316914,38.915184,3.2087977,PM*,F,6266.138646723356,45.88794887807966,8.062117992321641e-07
HD 4219, ,0,44,27.6,-,13,24,56,116,-76,7.583,0.323,2.613,-0.024,3.792,-0.33,72,3.28,1.27,4.7,2.8,5.5,1.16,1.11,1.25,-17.2,0.2,0.2,2,389,0.569,8,76,-30,2,13.8,1.0,-15,-26,13,8.008,-0.07,6.8,8.02,0.08,0.33,11.114999999999998,-13.415555555555557,-7.6357136,15.655534,-69.86129,PM*,F,6194.410750767812,17.418377278219143,5.181424209225667e-07
HD 4295, ,0,46,38.5,+,69,19,31,123,6,6.387,0.281,0.0,0.0,3.815,-0.32,41,3.34,0.68,2.7,1.9,3.2,1.25,1.2,1.29,-13.5,0.5,0.5,2,816,0.454,15,167,15,2,24.6,0.6,-20,-29,1,8.022,0.005,6.61,8.06,0.1,0.12,11.660416666666666,69.32527777777777,-22.207874,34.197124,4.285667,PM*,F,6531.305526474723,40.77539647227544,5.629232027732556e-07
HD 4304, ,0,44,59.9,-,53,42,53,305,-63,6.15,0.337,2.629,-0.001,3.79,-0.01,45,2.87,1.43,2.5,2.3,2.7,1.44,1.4,1.47,14.8,0.2,0.2,2,1528,0.54,6,225,2,2,22.1,0.6,-37,-30,-15,7.988,-0.04,6.35,8.24,0.13,0.12,11.24958333333333,-53.71472222222223,11.71792,-16.73493,-40.095295,PM*,F,6165.9500186148225,20.42957491558011,2.9406893582792726e-07
HD 4309, ,0,44,7.7,-,74,15,55,304,-43,7.576,0.321,2.651,0.012,3.798,-0.07,99,2.6,1.58,2.1,1.9,2.4,1.48,1.42,1.54,25.5,0.3,0.1,2,332,0.766,13,104,-36,2,10.1,0.7,-25,-52,-7,7.96,-0.067,5.41,8.01,0.19,0.07,11.03208333333333,-74.26527777777778,40.487812,-60.02565,-67.51783,PM*,F,6280.58358813318,72.40401631449627,2.025112479414196e-07
HD 4322, ,0,46,3.2,+,40,48,32,122,-22,7.572,0.332,0.0,0.0,3.788,-0.29,61,3.65,0.96,4.0,3.0,7.2,1.1,1.05,1.17,1.2,0.3,0.2,2,1013,0.577,5,89,-59,1,16.4,1.0,-19,-18,-17,8.03,-0.023,7.22,8.08,0.06,0.14,11.513333333333334,40.80888888888889,-29.971294,47.964085,-22.851002,PM*,F,6137.620051647939,56.558217032732394,8.638715069876107e-07
